#--- new collection started at 14:32:35---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:11:19---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.70   0.0200   16   41.0650   116.5492   250.6168   24.9530   51.9500  581.2361476354
FM   2.70   0.0200   17   22.7454   64.0937   243.8543   20.4498   35.5341  581.284744147487
FM   2.70   0.0200   18   9.2584   233.5288   237.4653   16.1521   22.4196  581.3307631846556
FM   2.70   0.0200   19   18.1202   397.3350   231.2738   11.9723   27.4812  581.3743920851975
FM   2.70   0.0200   20   36.0906   559.8180   225.0515   7.7745   24.6059  581.4157702629769
#--- new collection started at 15:13:40---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:16:30---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.70   0.0247   16   41.5066   321.5065   237.0353   25.1680   56.2156  585.9139092012402
FM   2.70   0.0247   17   22.9491   146.0201   229.5895   20.4111   38.5462  585.9602256927682
FM   2.70   0.0247   18   9.6283   16.7740   223.1749   16.1527   17.4014  586.0042410892119
FM   2.70   0.0247   19   17.5372   165.4285   216.9261   12.0160   26.5078  586.0460730778786
FM   2.70   0.0247   20   37.4700   333.6994   209.8154   7.3408   23.4364  586.0858615108073
#--- new collection started at 15:19:02---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.70   0.0300   14   63.4531   736.7059   229.7720   30.7420   74.0768  590.0714736421522
FM   2.70   0.0300   15   44.8377   570.1109   222.3029   26.0116   59.7020  590.1176132208535
FM   2.70   0.0300   16   25.4740   398.3054   214.5550   21.0765   42.6106  590.1615990450003
FM   2.70   0.0300   17   10.5010   247.1777   207.6632   16.6732   24.3803  590.2035446954535
FM   2.70   0.0300   18   17.1649   86.6505   200.5640   12.0008   25.2984  590.2435569978028
#--- new collection started at 15:21:15---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.70   0.0344   14   57.3767   811.1304   217.3572   29.2401   69.6114  579.4234009223213
FM   2.70   0.0344   15   39.2738   655.3426   209.8145   24.5657   55.2017  579.465494907244
FM   2.70   0.0344   16   21.7226   502.2502   202.5034   19.9502   38.8015  579.5058047570407
FM   2.70   0.0344   17   8.9959   346.8442   195.4277   15.3052   21.6803  579.5443932623559
#--- new collection started at 15:23:36---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.70   0.0400   12   76.1180   1132.5300   213.7753   34.5354   83.9383  566.6904813262202
FM   2.70   0.0400   13   58.1001   979.2556   205.9071   29.7505   70.5438  566.7297896937034
FM   2.70   0.0400   14   41.4899   833.7941   198.3765   25.1473   57.0547  566.7676639224876
FM   2.70   0.0400   15   21.3678   668.7926   190.0508   19.9198   38.5514  566.804132595779
FM   2.70   0.0400   16   8.8498   529.7412   182.9845   15.4506   21.6132  566.8392421330254
#--- new collection started at 15:25:31---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:27:13---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.70   0.0500   10   78.1457   1314.2999   201.6336   35.4245   85.5689  524.7054505342635
FM   2.70   0.0500   11   61.8802   1176.0104   193.9670   30.8444   73.2777  524.7357100193642
FM   2.70   0.0500   12   40.8968   1013.4833   185.0564   25.4223   56.9981  524.7652129648528
FM   2.70   0.0500   13   25.8876   891.3541   178.1310   21.2419   43.2708  524.7939771289334
FM   2.70   0.0500   14   9.7518   749.7175   170.4495   16.4263   23.4433  524.82192472413
#--- new collection started at 15:29:01---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:30:35---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.70   0.0700   4   59.3895   1423.0221   172.3560   30.9141   71.8257  425.62749147087203
FM   2.70   0.0700   6   22.7541   1160.6830   156.2140   21.2145   40.6716  425.65687975240843
#--- new collection started at 15:31:52---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:32:54---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:33:42---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.70   0.1000   19   29.3099   777.3616   289.9475   20.7084   45.9016  482.73639737867825
FM   2.70   0.1000   20   15.4816   948.1074   284.8146   17.1207   31.3560  482.7800343794105
FM   2.70   0.1000   21   9.1963   1101.1090   280.5249   13.9688   21.6450  482.82134350508767
FM   2.70   0.1000   22   18.7432   1260.1893   275.7145   10.5934   26.2861  482.86051182278806
FM   2.70   0.1000   23   34.9745   1440.0626   270.5449   6.8283   22.2926  482.8976812801295
FM   2.70   0.1000   24   50.4499   1598.1253   265.8921   3.4826   12.8472  482.9330275029807
#--- new collection started at 15:34:32---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:34:46---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:34:57---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:35:06---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:35:15---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:32:52---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0080   21   10.1429   1616.6039   315.1383   15.5407   23.9909  444.3067084321218
FM   2.80   0.0080   22   13.2885   1780.0858   310.9090   12.4909   25.1431  444.34416275483073
FM   2.80   0.0080   24   38.9924   2102.4004   302.5592   6.4489   21.6812  444.4135686153063
FM   2.80   0.0080   26   66.2398   2394.1277   294.5203   0.8852   3.4826  444.4765402410768
#--- new collection started at 14:34:50---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:36:15---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:37:27---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:38:59---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:40:28---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0018   23   12.3663   3457.2739   398.2463   14.3929   26.1192  358.2696887203153
FM   2.80   0.0018   28   67.5132   4093.3460   380.1336   4.0132   14.9888  358.391588558591
#--- new collection started at 14:42:06---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0020   26   47.4476   3892.0429   386.1926   7.3985   25.1439  358.4213666058361
#--- new collection started at 14:43:35---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0025   20   21.2705   2847.9262   395.4424   19.8475   39.8892  365.7271588129405
FM   2.80   0.0025   27   61.5357   3798.8342   370.1243   4.4690   16.4622  365.91908898999486
#--- new collection started at 14:45:36---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0030   23   18.7703   3084.4818   371.9556   12.1503   28.8620  373.88699698147974
FM   2.80   0.0030   25   42.6824   3380.1392   364.4681   7.3344   24.5680  373.9419457826246
FM   2.80   0.0030   26   54.2512   3502.2883   361.0083   5.2455   18.8567  373.9676925869472
FM   2.80   0.0030   27   67.1755   3634.3650   357.2678   2.9829   11.3249  373.99238584796257
#--- new collection started at 14:47:32---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0036   20   16.6630   2425.0900   368.0215   18.2626   33.9273  384.14007158374915
FM   2.80   0.0036   22   12.9683   2724.6904   360.6547   13.3363   25.7676  384.2059850063457
FM   2.80   0.0036   27   72.1658   3420.9475   342.5534   1.5475   6.0308  384.3462024747647
#--- new collection started at 14:49:40---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0040   24   40.4637   2934.1367   343.6032   7.0109   23.4467  391.977339640754
#--- new collection started at 14:51:42---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0050   22   10.9878   2316.9792   342.9541   13.7306   23.9252  404.826955484968
FM   2.80   0.0050   23   19.7879   2459.6265   339.4137   11.2732   28.0515  404.8598659895222
FM   2.80   0.0050   26   57.8820   2906.7141   327.9029   3.4282   12.8054  404.9497226630822
FM   2.80   0.0050   27   71.8624   3050.1427   324.0786   0.9096   3.5821  404.9770627401856
#--- new collection started at 14:53:54---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0060   21   14.8784   1897.0258   338.0903   17.4772   31.2711  418.276762312607
FM   2.80   0.0060   22   9.2249   2054.0280   334.1515   14.7113   22.2400  418.31328892602164
FM   2.80   0.0060   23   16.8372   2220.3680   330.0931   11.8001   27.0972  418.34798737233615
#--- new collection started at 14:56:05---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0070   22   9.2365   1859.1185   323.9233   14.6313   22.1930  431.54502464117365
FM   2.80   0.0070   23   16.2931   2015.1114   319.9564   11.7999   26.7123  431.58072129246506
FM   2.80   0.0070   24   28.5779   2175.3701   316.0292   8.9194   26.5374  431.6146607539595
FM   2.80   0.0070   25   41.0751   2320.9055   312.1888   6.2288   21.2175  431.6469868992879
FM   2.80   0.0070   26   53.8236   2461.8548   308.3944   3.5982   13.3269  431.67780992634374
FM   2.80   0.0070   27   67.3160   2596.1554   304.5117   1.0513   4.1248  431.7072476706959
#--- new collection started at 14:58:22---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0095   20   18.9075   1205.8712   303.9316   18.1714   35.7015  463.51930355401856
FM   2.80   0.0095   22   14.4384   1525.5869   295.2889   11.9186   25.4446  463.5998482507059
FM   2.80   0.0095   23   26.1055   1671.2005   291.2387   9.0291   26.1283  463.63703756030077
FM   2.80   0.0095   24   40.1221   1828.6024   287.0250   5.9373   20.2653  463.67236334856676
#--- new collection started at 15:00:56---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0100   19   28.6908   783.6820   289.5729   20.5327   45.3070  482.786630073781
FM   2.80   0.0100   20   15.7556   946.7071   284.9123   17.1635   31.6709  482.83017721098463
FM   2.80   0.0100   21   9.7578   1128.6694   279.8017   13.4125   22.0387  482.87138871050786
FM   2.80   0.0100   22   20.6031   1285.2614   275.1829   10.1172   26.3521  482.9104749746647
FM   2.80   0.0100   23   35.3002   1444.5237   270.3919   6.7282   22.0572  482.94758735386415
#--- new collection started at 15:03:43---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:05:41---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0135   17   37.5587   594.2608   287.5565   22.7370   52.7938  488.9460814687037
FM   2.80   0.0135   19   10.5730   936.4972   277.3788   15.4871   24.4165  489.0337667603887
FM   2.80   0.0135   20   13.2853   1098.8290   272.5257   12.0217   24.5348  489.0741585722494
FM   2.80   0.0135   21   25.7129   1244.5827   268.0035   8.8554   25.5834  489.1124935996057
FM   2.80   0.0135   22   42.4984   1419.3482   262.9123   5.1284   17.9348  489.14891100208945
FM   2.80   0.0135   23   55.7106   1545.3648   258.7719   2.3180   8.8133  489.18357770500216
#--- new collection started at 15:08:27---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0140   17   38.5119   541.6550   285.0858   22.9204   53.3695  491.3888514918302
FM   2.80   0.0140   18   24.6217   706.0724   280.2019   19.4241   41.2022  491.434066159811
FM   2.80   0.0140   19   10.9466   884.8067   274.7964   15.5862   24.9561  491.47684793740586
FM   2.80   0.0140   20   13.9574   1061.4891   269.5339   11.7955   24.8329  491.5173896320705
FM   2.80   0.0140   21   25.7038   1196.6379   265.2852   8.8271   25.5107  491.5558603617926
FM   2.80   0.0140   22   42.2395   1366.7186   260.2623   5.1605   18.0158  491.5924037103897
FM   2.80   0.0140   23   56.9891   1507.3696   255.6203   2.0004   7.6625  491.627195647565
#--- new collection started at 15:11:23---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:13:41---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:16:34---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0247   19   27.7701   666.7156   281.3331   20.2531   44.2284  491.5290997831351
FM   2.80   0.0247   20   13.2563   844.3893   275.9595   16.4413   28.3555  491.5717017374674
FM   2.80   0.0247   21   10.9988   1015.0702   270.8812   12.7844   23.0128  491.6121133164896
FM   2.80   0.0247   22   23.6822   1173.7520   266.0487   9.3421   25.9945  491.6504799241723
FM   2.80   0.0247   23   38.6124   1329.0626   261.3584   5.9696   20.2027  491.68696526670107
FM   2.80   0.0247   24   51.8160   1455.2202   257.2059   3.1328   11.6592  491.7217052989508
#--- new collection started at 15:19:03---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0300   15   53.7127   503.4640   229.7984   26.6017   63.9519  530.5937901872201
FM   2.80   0.0300   16   37.6306   355.0992   223.3598   22.4726   51.0426  530.6368109937723
FM   2.80   0.0300   17   20.1341   193.7804   216.4567   17.9684   34.7522  530.6778436568937
FM   2.80   0.0300   18   9.0798   33.8999   209.5909   13.4364   18.2791  530.7170009913981
FM   2.80   0.0300   19   20.3745   105.9840   203.6433   9.5095   23.7269  530.7543999723065
#--- new collection started at 15:21:15---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0344   14   52.8616   629.7176   219.5556   26.4318   63.5999  521.01241838094
FM   2.80   0.0344   15   35.3769   470.0442   212.3578   21.8154   49.4177  521.0521082789797
FM   2.80   0.0344   16   18.8234   323.9640   205.8254   17.5670   33.8996  521.0901112553661
FM   2.80   0.0344   17   9.4425   169.7202   198.7363   12.9877   20.6372  521.1265070812384
#--- new collection started at 15:23:40---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:25:33---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:27:15---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0500   10   80.0860   1195.9587   205.8612   33.9951   84.0400  470.3500329493225
FM   2.80   0.0500   11   62.4919   1048.5071   198.0693   29.2588   71.1968  470.37921552426764
FM   2.80   0.0500   12   45.2263   906.0260   190.4131   24.6026   57.8765  470.4076719241165
FM   2.80   0.0500   13   25.1133   742.4558   182.0977   19.3123   40.6346  470.43537462154393
FM   2.80   0.0500   14   11.3947   624.9285   175.9503   15.4250   25.0198  470.4623149936264
#--- new collection started at 15:29:03---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:30:40---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:31:52---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:32:54---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:33:44---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:34:33---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:34:47---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:34:57---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:35:06---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:35:15---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:32:53---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:34:52---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:36:17---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:37:30---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:39:04---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:40:31---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0018   20   11.0576   3982.2425   419.2998   14.1153   24.4026  297.52758117563127
#--- new collection started at 14:42:07---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:43:39---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0025   20   10.0186   3549.9039   397.1181   13.2376   22.4522  306.15200259610253
FM   3.00   0.0025   28   74.6450   4531.4668   372.2591   2.1804   8.4221  306.32623615937734
#--- new collection started at 14:45:38---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:47:33---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0036   18   25.1322   2728.6430   377.7229   17.1800   39.5997  319.13112019894214
FM   3.00   0.0036   21   12.5655   3183.4567   367.4816   10.0799   21.9991  319.21878405818865
FM   3.00   0.0036   23   28.8111   3428.1631   361.6042   6.1511   19.9661  319.2710296622747
FM   3.00   0.0036   27   69.7212   3929.8151   349.2356   2.1120   8.1476  319.36345391954853
#--- new collection started at 14:49:45---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0040   19   11.7388   2790.6000   364.1740   13.4433   24.5884  324.05375797294965
FM   3.00   0.0040   25   57.8425   3623.5515   344.9037   0.3718   1.4760  324.2118986861329
FM   3.00   0.0040   26   67.9298   3736.8158   341.7834   2.0409   7.8757  324.23462764662565
#--- new collection started at 14:51:44---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:53:55---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0060   23   24.4372   2748.9833   333.9966   6.7028   20.6750  342.44156261400803
#--- new collection started at 14:56:08---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0070   18   27.5082   1906.2513   338.5146   17.4656   41.2002  352.0822735078172
FM   3.00   0.0070   20   9.5990   2213.7644   331.4038   12.1903   21.0882  352.15084146624815
FM   3.00   0.0070   24   44.2354   2786.5393   317.7908   2.2297   8.4281  352.2697309589696
FM   3.00   0.0070   25   55.4231   2916.9646   314.5278   0.3946   1.5649  352.29626147696
#--- new collection started at 14:58:24---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0095   20   19.0005   1566.5585   310.4732   15.0636   32.5536  378.4561597599877
FM   3.00   0.0095   22   12.3389   1872.3462   302.8103   9.3591   20.8628  378.5271467318519
FM   3.00   0.0095   24   36.3903   2187.5271   294.9600   3.4675   12.5111  378.5914625974452
FM   3.00   0.0095   25   47.9802   2319.3296   291.6014   1.0198   3.9790  378.62143067688373
FM   3.00   0.0095   26   60.3032   2454.6581   288.0810   1.6919   6.5410  378.6500607280188
#--- new collection started at 15:00:57---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0100   19   24.2502   1414.7685   307.9630   16.4037   37.6817  381.8223946505607
FM   3.00   0.0100   20   12.8162   1581.6325   303.7837   13.2672   25.4253  381.85975088787234
FM   3.00   0.0100   22   19.8825   1899.4944   295.7059   7.2425   20.8032  381.9289965414216
FM   3.00   0.0100   25   56.4608   2322.4612   284.6889   1.0057   3.9370  382.02114602219876
#--- new collection started at 15:03:43---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0125   19   20.2605   1233.8625   293.4754   15.3164   33.6517  393.7935864300208
FM   3.00   0.0125   22   23.2462   1687.8260   281.3717   6.3132   19.4588  393.90048434962665
FM   3.00   0.0125   23   35.4788   1829.6815   277.6209   3.4959   12.5636  393.9327611143798
FM   3.00   0.0125   24   48.2275   1967.0040   273.8270   0.7905   3.1008  393.9635527623803
FM   3.00   0.0125   25   61.6315   2106.0474   269.8278   2.2275   8.5224  393.9929706130331
#--- new collection started at 15:05:48---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0135   20   17.6882   1177.4319   287.2888   14.5784   30.8976  398.5141744673149
FM   3.00   0.0135   24   42.2658   1802.1257   270.3645   1.9605   7.4351  398.65198006671096
FM   3.00   0.0135   25   56.5564   1951.8696   266.1519   1.2462   4.8520  398.682509949777
#--- new collection started at 15:08:31---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0140   21   13.2742   1415.0897   277.1454   8.8536   20.7687  401.1039933476807
FM   3.00   0.0140   22   25.4449   1565.5360   272.7717   5.7141   18.2973  401.13793453774286
FM   3.00   0.0140   23   40.1047   1728.5331   268.3706   2.3996   8.9690  401.1702799995753
#--- new collection started at 15:11:25---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0200   17   30.8945   458.4175   258.2943   17.7988   42.2812  426.2354105928073
FM   3.00   0.0200   18   17.8809   606.9540   253.5833   14.4012   30.5448  426.27554147763044
FM   3.00   0.0200   19   8.8933   763.0715   248.3759   10.7495   18.9746  426.3136822809145
FM   3.00   0.0200   20   18.9874   923.2564   243.0466   6.9865   19.9007  426.34999221655204
FM   3.00   0.0200   21   34.2227   1078.4014   238.0538   3.3733   12.0920  426.3845766306137
FM   3.00   0.0200   22   48.1141   1208.8989   233.5426   0.4378   1.7316  426.4175823459934
#--- new collection started at 15:13:48---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0216   16   47.1751   211.4347   259.5874   21.8842   52.9980  426.3306522444588
FM   3.00   0.0216   17   31.2065   383.4108   253.9389   17.8782   42.3170  426.37223788580036
FM   3.00   0.0216   18   17.8414   530.4418   248.9641   14.4020   30.4446  426.41176386180103
FM   3.00   0.0216   19   8.9389   678.1037   244.0074   10.9036   19.1245  426.4493845246073
FM   3.00   0.0216   20   18.3727   837.2730   238.6739   7.1158   19.9655  426.4852105451987
FM   3.00   0.0216   21   32.8088   980.8123   233.7315   3.6502   12.9143  426.5193850410032
#--- new collection started at 15:16:39---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0247   17   39.5982   154.9987   247.7581   19.9354   46.5638  430.1097633689001
FM   3.00   0.0247   18   23.4888   320.8249   241.8325   15.8604   35.4372  430.1490951964177
FM   3.00   0.0247   19   11.1025   464.5236   236.5752   12.2785   22.4855  430.18656656307064
FM   3.00   0.0247   20   13.0204   617.2428   231.3228   8.5365   20.0110  430.22230624134664
FM   3.00   0.0247   21   28.2738   772.5799   225.8486   4.6760   15.6894  430.2564069113955
#--- new collection started at 15:19:05---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0300   15   58.6094   265.5576   239.2671   24.7501   61.1517  432.18571537756935
FM   3.00   0.0300   16   40.9684   92.6639   232.3672   20.1940   44.9318  432.22510284308134
FM   3.00   0.0300   17   26.4098   50.2114   226.8750   16.4885   32.5636  432.26272390797766
FM   3.00   0.0300   18   11.3097   207.7082   220.7765   12.3190   22.3540  432.298655545256
FM   3.00   0.0300   19   12.1059   342.5472   215.6314   8.7554   19.5717  432.3330337850872
FM   3.00   0.0300   20   27.3611   492.2412   209.8012   4.7438   15.7389  432.3659104099031
#--- new collection started at 15:21:17---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0344   14   58.9167   405.0513   229.5395   24.8253   62.4220  424.14401757069993
FM   3.00   0.0344   15   41.7957   243.4665   222.8063   20.4052   49.0625  424.1806079115352
FM   3.00   0.0344   16   26.4486   99.6836   216.8380   16.4432   35.3145  424.2156854131671
FM   3.00   0.0344   17   11.5855   50.9883   210.6370   12.3078   20.8416  424.2493101665118
FM   3.00   0.0344   18   12.7030   188.7022   205.0449   8.4789   19.3388  424.2815582301069
FM   3.00   0.0344   19   27.9952   330.3197   199.1760   4.4940   15.0213  424.31249005470465
#--- new collection started at 15:23:42---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0400   13   62.3739   600.0278   218.7918   25.7137   65.4030  413.75456069165097
FM   3.00   0.0400   14   45.2279   447.9463   212.0287   21.3380   52.6844  413.7879087571446
FM   3.00   0.0400   15   28.7879   299.5564   205.4128   17.0268   39.3413  413.82003877863133
FM   3.00   0.0400   16   12.8408   151.5548   198.9912   12.7323   23.8037  413.85098248003965
FM   3.00   0.0400   17   11.0004   27.1507   193.4313   9.0188   16.4078  413.88079042559605
#--- new collection started at 15:25:34---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0450   11   64.6133   713.4538   212.6477   26.3194   67.1415  399.03322924199875
FM   3.00   0.0450   12   46.3039   555.1257   205.3634   21.6327   53.6959  399.06314552396117
