#--- new collection started at 14:32:35---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0300   7   44.6451   2250.1950   189.6784   53.7546   85.6193  1592.1584684284026
FM   1.80   0.0300   8   22.9865   2138.5050   180.3742   49.1455   57.2548  1592.2285843484642
#--- new collection started at 15:20:59---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0344   6   55.8955   2367.2501   183.2295   55.4009   95.6460  1580.0303130284228
FM   1.80   0.0344   7   36.7742   2285.4637   175.8683   51.8614   76.0474  1580.090963801405
FM   1.80   0.0344   8   16.8135   2164.5768   165.4240   46.6429   45.7548  1580.151638282145
#--- new collection started at 15:23:18---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0400   7   23.5892   2310.8051   158.0542   48.8181   57.4414  1569.5352894614155
FM   1.80   0.0400   8   16.6138   2222.4045   149.8779   44.7482   44.6128  1569.5859129973155
#--- new collection started at 15:25:16---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0450   10   39.3435   1030.9490   278.9144   46.3425   77.5931  1121.2754030067629
FM   1.80   0.0450   11   11.1489   796.5140   268.6902   40.2486   33.4678  1121.3633207256064
FM   1.80   0.0450   12   24.8482   578.0860   258.6781   34.4142   53.4062  1121.445175007078
#--- new collection started at 15:26:59---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:28:45---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0600   4   12.0318   2413.7947   123.6377   44.0937   34.9973  1405.7711316743557
#--- new collection started at 15:30:25---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:31:41---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:32:47---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:33:36---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:34:27---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:34:43---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:34:55---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:35:05---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:35:13---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:32:40---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.90   0.0080   10   44.1840   879.8426   296.3979   47.1689   82.7413  1077.3502099028656
FM   1.90   0.0080   11   16.7480   642.1824   286.7101   41.3560   44.9773  1077.4378487223653
FM   1.90   0.0080   12   17.4747   422.0626   277.7461   35.9340   43.9444  1077.519259896463
FM   1.90   0.0080   13   49.6248   191.9854   268.1267   30.1602   64.2614  1077.5949999796378
#--- new collection started at 14:34:27---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:36:03---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:37:18---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.90   0.0010   15   9.7935   1339.5043   424.2853   41.4993   30.9337  844.5642031903893
FM   1.90   0.0010   16   22.8387   1536.8335   416.7294   37.9442   54.6522  844.6216734581708
FM   1.90   0.0010   17   47.0159   1711.8434   409.3201   34.6257   75.2206  844.6753465007132
FM   1.90   0.0010   18   79.7057   1922.6918   400.6243   30.6267   82.9641  844.7256057464399
#--- new collection started at 14:38:45---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:40:13---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.90   0.0018   13   17.0431   678.7222   386.5609   42.1685   46.2698  885.6254075934726
FM   1.90   0.0018   14   13.3885   888.0256   379.3173   38.2458   38.2409  885.6934355453835
FM   1.90   0.0018   15   36.9674   1091.6433   371.6825   34.2869   66.8639  885.7566281774192
FM   1.90   0.0018   16   64.7760   1287.1777   364.1570   30.4116   77.1560  885.8155049330243
#--- new collection started at 14:41:48---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:43:20---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.90   0.0025   13   18.6421   369.2223   365.6443   42.1312   48.2971  910.475124837483
FM   1.90   0.0025   14   13.7414   598.4367   357.8582   37.6686   38.5411  910.5472776767076
FM   1.90   0.0025   15   37.3768   800.3881   350.5839   33.6289   66.0146  910.6142268450338
FM   1.90   0.0025   16   64.7129   992.9554   343.1966   29.6533   75.3341  910.676509105314
FM   1.90   0.0025   23   63.6497   2286.2130   309.7537   6.0274   21.5884  911.0174846726977
#--- new collection started at 14:45:18---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.90   0.0030   12   28.6981   108.4074   357.0742   43.9678   57.4594  929.1807259157001
FM   1.90   0.0030   13   8.9415   345.5866   349.0115   39.2360   27.9556  929.2574580420451
FM   1.90   0.0030   14   26.2582   544.7967   341.6949   35.1327   56.0939  929.328543149419
FM   1.90   0.0030   15   53.1582   747.0633   334.3412   30.9521   72.1380  929.3945768649737
#--- new collection started at 14:47:09---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.90   0.0036   12   15.5024   51.4376   338.6780   41.2402   35.9881  953.4799401079458
FM   1.90   0.0036   13   16.0015   264.6327   330.9224   36.7301   41.4421  953.5562253612011
FM   1.90   0.0036   14   41.6599   474.3317   323.3539   32.2897   66.4735  953.6269730902308
#--- new collection started at 14:49:20---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.90   0.0040   11   18.4035   91.1032   330.8791   41.7048   43.3302  968.0656159147707
FM   1.90   0.0040   12   13.8575   129.5376   323.2266   37.0603   36.3770  968.1442205893587
FM   1.90   0.0040   13   40.2969   348.1278   315.2630   32.3305   64.7345  968.2170664322012
#--- new collection started at 14:51:25---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.90   0.0050   12   24.0493   290.2521   321.8308   42.8500   55.9667  995.2989313779168
FM   1.90   0.0050   13   10.6242   60.3674   313.4201   37.7760   28.4998  995.379354243363
FM   1.90   0.0050   14   35.4623   158.1927   305.4451   32.9592   58.7072  995.4539345612703
#--- new collection started at 14:53:35---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.90   0.0060   11   42.4065   600.5415   317.2670   46.6766   80.2852  1021.8380196053563
FM   1.90   0.0060   12   17.1985   372.7028   308.6665   41.5032   45.3710  1021.9239480842798
FM   1.90   0.0060   13   15.4238   154.0245   300.3933   36.5020   39.1957  1022.0036177215362
FM   1.90   0.0060   14   43.1583   60.8153   292.0423   31.5295   53.5086  1022.0776159194511
#--- new collection started at 14:55:46---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:58:01---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:00:29---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.90   0.0100   9   48.5673   1161.0473   277.8632   48.4183   87.5206  1129.5638265821726
FM   1.90   0.0100   10   19.5756   929.3599   267.0092   42.1968   50.2490  1129.6533745607799
FM   1.90   0.0100   11   17.5742   697.3031   256.3504   35.9430   44.4157  1129.736796774547
#--- new collection started at 15:03:22---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.90   0.0125   8   62.7581   1436.0560   269.9950   51.9151   101.0190  1171.4358806883295
FM   1.90   0.0125   9   35.9254   1225.4898   259.3997   45.9628   73.7148  1171.5268591743668
FM   1.90   0.0125   10   8.7073   1001.2045   248.0865   39.5473   27.5554  1171.611918125213
#--- new collection started at 15:05:20---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.90   0.0135   8   61.6573   1492.3093   264.2886   51.8962   100.1458  1186.4991239120325
FM   1.90   0.0135   9   32.6379   1269.8092   252.6439   45.4318   69.6914  1186.5890878441508
FM   1.90   0.0135   10   7.8604   1052.3571   241.3693   39.0582   25.3300  1186.6733389212834
#--- new collection started at 15:08:08---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.90   0.0140   9   68.8510   1578.7505   264.5152   53.5910   106.3889  1195.132263075354
FM   1.90   0.0140   10   39.7458   1354.7089   252.7272   47.0457   78.2613  1195.2233826600532
FM   1.90   0.0140   11   11.1645   1140.3230   241.3560   40.6889   33.5666  1195.308743611847
#--- new collection started at 15:11:03---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:13:22---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:16:06---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.90   0.0247   7   66.5563   2053.9540   219.4826   54.9505   104.5312  1321.8862884729895
FM   1.90   0.0247   8   42.7700   1908.4379   209.1265   49.6686   81.9334  1321.9648961049286
FM   1.90   0.0247   9   17.8009   1745.2505   197.4501   43.6393   47.2090  1322.0402816345565
#--- new collection started at 15:18:43---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.90   0.0300   4   69.6983   2197.3273   206.3397   55.7309   106.4045  1345.5214922917844
FM   1.90   0.0300   5   23.4270   1927.9393   185.9594   45.3192   56.6189  1345.5780134239324
#--- new collection started at 15:20:59---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.90   0.0344   7   49.1160   2180.2221   186.4742   51.4075   87.6545  1343.1718229155204
FM   1.90   0.0344   8   26.8998   2060.3821   176.6346   46.4695   61.6891  1343.2325004368508
#--- new collection started at 15:23:21---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.90   0.0400   7   48.8662   2267.2438   173.8991   50.9997   86.4612  1335.3639589829215
FM   1.90   0.0400   8   31.3800   2184.3327   166.6681   47.4034   67.3166  1335.4151502949235
#--- new collection started at 15:25:19---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.90   0.0450   7   31.9628   2233.0038   160.1437   47.2481   67.6321  1309.3008929882392
#--- new collection started at 15:27:00---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:28:47---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.90   0.0600   5   24.2467   2335.8130   137.5203   45.0364   56.2218  1207.6005791925545
#--- new collection started at 15:30:25---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:31:42---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:32:49---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:33:36---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:34:28---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:34:44---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:34:55---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:35:05---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:35:13---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:32:42---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0080   12   22.7695   431.8438   292.7452   39.2121   53.2253  944.1874714674882
FM   2.00   0.0080   13   9.9645   220.7124   284.8245   34.2505   29.0709  944.2640508151818
FM   2.00   0.0080   14   33.3940   16.4350   276.7500   29.2699   31.1116  944.3353428355879
#--- new collection started at 14:34:28---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:36:03---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:37:19---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0010   17   9.3830   1741.1962   426.0991   37.5180   29.3793  743.625576944502
FM   2.00   0.0010   19   48.4765   2098.7021   412.2206   31.0727   71.7959  743.7225977885621
FM   2.00   0.0010   20   74.3539   2260.7219   404.7404   27.8677   76.5608  743.7668242070929
#--- new collection started at 14:38:46---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0013   16   13.6787   1400.7465   414.0161   38.9250   39.2442  760.2094805916078
FM   2.00   0.0013   17   12.6148   1563.3000   407.8617   35.9648   36.3080  760.2646528389097
FM   2.00   0.0013   18   34.1738   1765.5010   400.5824   32.3253   63.2307  760.3162655520239
FM   2.00   0.0013   19   59.6436   1955.9295   393.3283   28.7863   73.3155  760.3646789433883
#--- new collection started at 14:40:13---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:41:49---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0020   15   13.5568   920.1095   379.9105   37.9726   38.5291  787.5490698553272
FM   2.00   0.0020   16   14.5376   1110.4777   373.4560   34.4151   39.4391  787.6108318599652
FM   2.00   0.0020   17   36.9939   1315.2403   366.3582   30.5313   63.2165  787.6684001590073
FM   2.00   0.0020   18   61.2832   1499.0657   359.7847   26.9757   70.3797  787.7222276173727
#--- new collection started at 14:43:22---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0025   15   13.7291   741.7684   367.6202   37.7708   38.6915  806.0270263744383
FM   2.00   0.0025   16   16.2669   953.8908   360.4858   33.7149   42.1242  806.090750088139
FM   2.00   0.0025   17   37.7071   1142.8626   353.9484   30.0409   62.9838  806.1501236080045
FM   2.00   0.0025   18   64.0124   1344.2282   346.8100   26.0602   69.4179  806.2055821888841
#--- new collection started at 14:45:19---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:47:12---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0036   13   33.0002   172.9714   348.1947   41.3997   63.3806  842.5867948035609
FM   2.00   0.0036   14   11.3479   405.8639   340.6505   36.7708   33.1353  842.660135397182
FM   2.00   0.0036   15   19.3491   613.7688   333.7151   32.5790   45.9757  842.7282057914116
FM   2.00   0.0036   16   43.4795   817.9572   326.6066   28.3746   63.9728  842.7915440775803
FM   2.00   0.0036   17   67.7908   996.1488   320.1915   24.6332   67.2563  842.850651728272
#--- new collection started at 14:49:21---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0040   13   19.7057   189.1025   335.1849   38.6292   47.1113  854.0872233185878
FM   2.00   0.0040   14   11.4941   407.6311   327.8532   34.1390   32.8416  854.15902779733
FM   2.00   0.0040   15   31.7054   597.9329   321.1920   30.1503   57.5594  854.225728066579
FM   2.00   0.0040   16   57.9039   801.6506   314.0483   25.8494   66.2391  854.2878790852476
#--- new collection started at 14:51:26---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0050   13   20.6385   26.3562   324.5033   38.8120   34.7096  877.1331953272831
FM   2.00   0.0050   14   10.3555   230.2808   317.3806   34.4322   30.0520  877.2060678683922
FM   2.00   0.0050   15   32.6958   444.5172   309.9119   29.8386   57.4919  877.2737828402717
FM   2.00   0.0050   16   61.4051   663.6120   302.1565   25.0827   65.6062  877.336906717696
#--- new collection started at 14:53:36---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:55:46---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0070   12   36.3870   413.5780   308.2236   42.0415   70.2609  923.2257234125109
FM   2.00   0.0070   13   13.7002   195.3895   300.2955   37.1085   36.9046  923.3040171289056
FM   2.00   0.0070   14   19.2456   27.0921   292.1431   32.0778   32.3970  923.3768176208895
FM   2.00   0.0070   15   46.7486   241.1049   284.1441   27.0962   60.6397  923.4446227803563
#--- new collection started at 14:58:02---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0095   11   39.9072   786.2015   282.8351   42.9527   75.2627  979.2097417056111
FM   2.00   0.0095   12   14.8283   565.3982   273.7300   37.4210   40.1673  979.2916057579054
FM   2.00   0.0095   13   19.4444   344.4301   264.5369   31.8213   44.6739  979.3678271271899
#--- new collection started at 15:00:31---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0100   11   52.2175   948.6111   282.7253   45.6723   87.6483  987.0304891549766
FM   2.00   0.0100   12   25.5365   720.4976   272.9935   39.8493   57.7158  987.115028893596
FM   2.00   0.0100   13   9.7855   498.3196   263.7099   34.1711   29.1427  987.193745025553
FM   2.00   0.0100   14   35.7095   287.1213   254.5874   28.6566   56.8905  987.2671434274707
#--- new collection started at 15:03:22---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0125   10   41.2270   1024.2309   265.1180   43.4798   76.9181  1020.9005144689324
FM   2.00   0.0125   11   14.3482   805.9377   254.9882   37.5352   39.4092  1020.9812524550935
FM   2.00   0.0125   12   19.6085   596.4885   245.2497   31.7657   45.3347  1021.0567055795111
#--- new collection started at 15:05:24---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:08:11---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0140   10   64.1117   1315.4706   265.9924   48.9144   98.6161  1039.98202300738
FM   2.00   0.0140   11   38.8802   1112.2724   256.1037   43.2284   74.5480  1040.0670144317526
FM   2.00   0.0140   12   13.0632   900.6606   245.7467   37.2341   36.8367  1040.1465902749862
FM   2.00   0.0140   13   23.9576   678.0161   234.8777   30.8546   50.0733  1040.2211159722976
#--- new collection started at 15:11:04---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0200   9   63.5487   1685.9438   234.6514   49.9986   98.5432  1120.8019513629285
FM   2.00   0.0200   10   39.6287   1509.2714   224.1638   44.2738   75.5507  1120.8831754362184
FM   2.00   0.0200   11   12.5308   1313.3652   212.3914   37.8047   35.8022  1120.9599449218263
#--- new collection started at 15:13:25---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0216   9   77.1743   1829.4870   236.3553   53.3072   109.6059  1127.2449966629256
FM   2.00   0.0216   10   53.4611   1656.8564   225.6633   47.6065   89.3942  1127.325832635287
FM   2.00   0.0216   11   26.7024   1472.1711   214.1576   41.4084   59.7476  1127.4024521996732
#--- new collection started at 15:16:11---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0247   10   57.5055   1791.8568   218.8931   49.0880   93.2667  1146.9213192308443
FM   2.00   0.0247   11   33.2522   1627.4065   208.0887   43.3532   68.3065  1146.9949387845854
#--- new collection started at 15:18:45---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0300   8   70.4122   2035.3043   209.7104   52.6355   104.0029  1172.115111544645
FM   2.00   0.0300   9   50.5849   1909.5483   200.4671   47.9310   86.6850  1172.1834225176012
FM   2.00   0.0300   10   27.3039   1761.0145   189.9843   42.3844   60.5604  1172.2492287969064
#--- new collection started at 15:21:00---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0344   8   62.1152   2069.7825   196.5713   50.8154   96.7386  1170.9791938259837
FM   2.00   0.0344   9   40.4248   1941.5315   186.8921   45.8317   76.3038  1171.0394557355926
FM   2.00   0.0344   10   19.8901   1809.6476   176.9941   40.6401   49.3309  1171.0979200403897
#--- new collection started at 15:23:22---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0400   8   65.8333   2186.5750   185.9516   51.4555   98.8649  1163.1517827203372
FM   2.00   0.0400   9   49.8923   2099.4125   178.9454   47.8988   85.1333  1163.2036370930919
FM   2.00   0.0400   10   25.4693   1963.3572   168.2198   42.3134   57.6784  1163.2545343450554
#--- new collection started at 15:25:20---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0450   7   66.5885   2237.5627   179.8039   51.4620   98.8681  1144.4521059510678
FM   2.00   0.0450   8   44.9427   2128.0608   170.3936   46.7940   80.0649  1144.4963720142637
FM   2.00   0.0450   9   26.8727   2027.7464   162.4874   42.6098   59.4100  1144.5401157573015
#--- new collection started at 15:27:01---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:28:51---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0600   6   19.5149   2145.6139   139.6221   40.4412   47.8478  1062.4456337485487
#--- new collection started at 15:30:26---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.00   0.0700   2   16.8378   2176.2032   128.3596   38.6340   42.7697  973.680873087862
#--- new collection started at 15:31:43---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:32:49---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:33:38---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:34:29---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:34:44---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:34:55---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:35:05---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:35:13---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:32:44---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:34:32---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:36:04---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 14:37:20---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.10   0.0010   21   35.4221   2374.5603   419.5548   29.6858   61.8030  684.9470823474701
#--- new collection started at 14:38:46---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.10   0.0013   18   20.1367   1677.1102   420.2607   37.0980   50.2564  702.1188348921306
FM   2.10   0.0013   20   23.1966   2042.0043   407.3818   30.7054   50.8765  702.2156027366447
FM   2.10   0.0013   21   43.1443   2211.9792   401.4100   27.6983   64.2833  702.2597185659813
FM   2.10   0.0013   22   67.9690   2402.7855   394.3889   24.2279   67.8668  702.3013275477674
#--- new collection started at 14:40:14---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.10   0.0018   20   35.7181   1794.5310   379.3321   27.6807   59.4205  721.2713763769996
FM   2.10   0.0018   21   57.9770   1975.1432   373.0004   24.3191   64.9821  721.3179595992106
#--- new collection started at 14:41:49---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.10   0.0020   19   31.4208   1621.9390   371.5987   28.0300   56.4893  726.1484368637198
FM   2.10   0.0020   20   53.3002   1804.9097   365.3847   24.6122   63.8134  726.1968728106593
FM   2.10   0.0020   21   76.8068   1976.6902   359.0082   21.2601   63.1437  726.242440912664
#--- new collection started at 14:43:26---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.10   0.0025   16   23.1571   951.3463   374.9687   36.6320   53.9085  739.9603740481925
FM   2.10   0.0025   20   64.1768   1698.8381   350.2369   22.5507   63.1211  740.1759087398216
#--- new collection started at 14:45:21---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.10   0.0030   17   12.7257   894.3701   358.7948   34.1121   35.7777  749.5830805516789
FM   2.10   0.0030   18   15.6849   1096.0563   352.6105   30.3386   39.8147  749.6416758636831
FM   2.10   0.0030   19   35.6589   1283.2616   346.2434   26.6846   57.8154  749.6964539781628
FM   2.10   0.0030   20   60.4089   1489.7980   339.7017   22.7306   62.3417  749.7477855510273
#--- new collection started at 14:47:13---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.10   0.0036   17   11.1170   828.5505   340.4755   31.1804   31.7038  764.8191250328118
