#--- new collection started at 15:29:37---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.50   0.0200   5   24.0902   2553.9980   212.5124   65.5521   64.6591  2596.8508562745124
#--- new collection started at 15:45:51---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.50   0.0216   5   25.0438   2473.0140   194.8062   60.3020   64.4631  2675.6812026653397
#--- new collection started at 15:48:46---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:51:02---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.50   0.0300   5   11.0343   2731.0333   166.6975   61.9788   35.3589  3120.593900330205
#--- new collection started at 15:53:28---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.50   0.0344   4   38.7882   2705.7788   141.3339   56.3105   78.4548  3304.664447715351
#--- new collection started at 15:56:29---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.50   0.0400   4   21.7106   2927.4328   139.1192   62.6104   57.5027  3558.072317954278
#--- new collection started at 15:07:04---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:58:55---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:01:40---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:03:42---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:06:28---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:08:48---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:11:19---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:13:59---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:15:47---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:17:31---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:19:24---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:21:29---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:28:52---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0080   6   70.3050   2006.3755   318.8196   70.9706   125.1993  1478.223561515731
FM   1.60   0.0080   7   36.4437   1820.8156   308.6553   65.8637   86.1855  1478.3193599727151
#--- new collection started at 15:03:41---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:05:12---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:12:31---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:14:02---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0013   9   17.5438   416.1355   434.5426   63.9076   51.7116  1077.581182745805
#--- new collection started at 15:15:17---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0018   8   64.5217   980.9947   420.2249   69.3592   120.0646  1113.5048238141615
FM   1.60   0.0018   9   24.6015   729.3591   409.3458   64.2449   66.6362  1113.5938185814484
#--- new collection started at 15:16:41---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0020   7   67.3270   1094.7787   411.5597   69.7225   122.9307  1128.4645824932222
FM   1.60   0.0020   8   26.7865   835.3101   400.2642   64.3322   70.7063  1128.5554292532695
#--- new collection started at 15:17:50---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0025   8   50.4835   1113.9704   393.2390   67.2997   104.9648  1160.719473361428
FM   1.60   0.0025   9   11.9585   877.0602   382.8258   62.2093   38.6661  1160.8083229845677
#--- new collection started at 15:19:18---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0030   6   83.2217   1453.1342   390.1090   72.0055   137.1955  1191.8936146363012
FM   1.60   0.0030   7   41.8724   1189.1859   378.2401   66.1555   94.1559  1191.9885607222946
#--- new collection started at 15:10:06---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0036   6   76.2206   1544.6988   373.4005   71.0364   131.0505  1231.9722171977858
FM   1.60   0.0036   7   34.7798   1292.8567   361.7761   65.2207   83.9940  1232.0673926148033
#--- new collection started at 15:21:15---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0040   6   74.2364   1616.5889   363.9856   70.8301   129.2211  1260.366464705375
FM   1.60   0.0040   7   32.5421   1365.0193   352.0689   64.8549   80.4483  1260.4619850228655
#--- new collection started at 15:23:05---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0050   7   57.4799   1624.7020   347.4648   68.4741   112.6921  1310.3863829243996
#--- new collection started at 15:24:43---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0060   6   76.9098   1850.1027   342.5822   71.6775   131.5221  1363.3855484850922
FM   1.60   0.0060   7   37.3827   1618.7774   330.8923   65.7787   87.7333  1363.4812566471971
#--- new collection started at 15:26:31---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:31:26---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0095   5   77.2999   2170.4785   304.2377   71.9503   130.7927  1571.5868815315812
FM   1.60   0.0095   6   48.5676   2026.0253   295.6815   67.7232   101.9591  1571.6845046848803
#--- new collection started at 15:33:24---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0100   5   62.7164   2140.9158   295.0363   69.9236   117.2930  1604.1293727416473
#--- new collection started at 15:36:09---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0125   5   67.4079   2265.4935   280.7865   70.2572   120.9508  1714.129482282751
#--- new collection started at 15:38:28---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0135   5   63.3495   2283.8406   273.0763   69.4184   116.6498  1760.934029199468
FM   1.60   0.0135   6   39.5504   2187.5017   266.7372   66.3115   89.7451  1761.028832841791
#--- new collection started at 15:40:54---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0140   6   53.8428   2266.4164   267.2785   68.1004   106.8392  1784.572124174189
#--- new collection started at 15:43:47---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0200   5   20.1156   2367.3269   216.6921   61.7037   56.3726  2095.5372585345185
#--- new collection started at 15:45:54---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0216   5   31.2143   2447.6328   213.7077   63.1172   75.5173  2156.467901571006
#--- new collection started at 15:48:47---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0247   5   37.3075   2541.5369   202.9246   63.5351   83.5684  2279.500521838413
#--- new collection started at 15:51:03---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0300   5   11.4982   2549.4098   170.6070   57.6998   36.1812  2506.382225254025
#--- new collection started at 15:53:29---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:56:31---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0400   5   36.3831   2819.9024   149.5137   61.3071   78.6789  2848.9005876282267
#--- new collection started at 15:07:12---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0450   5   19.5680   2824.7457   133.6553   58.3523   52.5782  2967.3534604405077
#--- new collection started at 15:58:55---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0500   5   33.9347   2758.8273   110.1964   51.4291   68.5521  3090.7017703686993
#--- new collection started at 16:01:42---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.60   0.0600   5   20.5309   2894.9025   94.2326   52.4019   50.7950  3347.8850539575546
#--- new collection started at 16:03:54---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:06:30---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:08:56---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:11:19---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:14:01---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:15:49---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:17:37---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:19:24---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:21:30---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:28:54---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0080   7   64.1413   1743.0698   319.1524   66.1202   116.2062  1231.5087784982672
FM   1.70   0.0080   8   27.0934   1526.0734   308.4219   60.4392   69.7441  1231.5982549597948
#--- new collection started at 15:03:41---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:05:13---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:12:32---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:14:05---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0013   11   7.9378   17.8868   433.8735   58.7701   19.8801  912.25636784123
#--- new collection started at 15:15:18---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0018   9   53.4988   626.0391   420.3876   64.5202   104.8022  941.6069525965407
FM   1.70   0.0018   10   16.8643   386.3828   410.3095   59.7704   49.3505  941.6871005947738
#--- new collection started at 15:16:42---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0020   9   46.6765   677.6495   408.4403   63.3955   97.2713  953.6463327124885
FM   1.70   0.0020   10   10.0445   435.4442   398.7448   58.5697   32.9394  953.7267544455026
#--- new collection started at 15:17:52---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0025   9   47.4536   820.8292   395.3143   63.3615   98.5135  979.0546804266056
FM   1.70   0.0025   10   11.4298   587.1271   385.6987   58.5315   36.7406  979.1364379603633
#--- new collection started at 15:19:18---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0030   8   54.8336   1006.3919   384.6607   64.3961   107.0686  1004.5610395734758
FM   1.70   0.0030   9   19.1622   773.7977   374.9557   59.4384   54.8175  1004.6453358508483
#--- new collection started at 15:10:07---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0036   7   76.5261   1298.7220   376.1105   67.5234   127.7715  1036.687587850088
FM   1.70   0.0036   8   40.4736   1058.2225   365.8960   62.2132   89.9701  1036.7771408866122
#--- new collection started at 15:21:15---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0040   6   80.5971   1416.4813   368.4298   68.2223   131.2097  1058.4939095819934
FM   1.70   0.0040   7   44.5196   1175.9258   357.8470   62.7469   95.1385  1058.5850264743942
#--- new collection started at 15:23:06---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0050   7   76.3522   1500.8885   355.9052   67.6869   127.6034  1098.57128006612
FM   1.70   0.0050   8   40.5663   1268.7988   345.2979   62.2010   90.0655  1098.66150827258
#--- new collection started at 15:24:44---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0060   7   69.6241   1565.0818   342.4239   66.6734   121.5043  1141.1692803646254
FM   1.70   0.0060   8   31.9913   1331.7283   331.7500   61.0074   77.7980  1141.2586834023725
#--- new collection started at 15:26:32---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0070   2   8.5988   3224.5676   88.4560   62.9088   27.8152  5353.731758371446
FM   1.70   0.0070   5   17.3441   3191.6803   82.9097   60.5517   46.2182  5353.847289436755
#--- new collection started at 15:31:27---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0095   5   81.9258   1998.8468   308.7825   69.2709   131.6610  1305.238669267051
FM   1.70   0.0095   6   50.9588   1819.5313   299.1043   64.2757   102.3684  1305.3324324331463
#--- new collection started at 15:33:24---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:36:09---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0125   6   54.6497   2015.4304   280.8343   65.0814   106.0425  1418.4282128786988
#--- new collection started at 15:38:28---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0135   5   68.9127   2135.9840   279.3292   67.3032   119.6980  1455.3904411656674
FM   1.70   0.0135   6   39.8556   1987.9375   270.1576   62.7164   88.4174  1455.481370761351
#--- new collection started at 15:40:54---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0140   6   56.5769   2101.8815   272.5350   65.4716   107.8345  1474.3281010078665
#--- new collection started at 15:43:52---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:45:59---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0216   6   28.8384   2280.8408   219.1023   60.0882   71.0219  1769.7598379302906
#--- new collection started at 15:48:52---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0247   6   19.4248   2273.8205   199.5127   56.2474   53.5395  1866.9862234297864
#--- new collection started at 15:51:04---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0300   5   51.0964   2551.2718   191.4815   61.7026   96.6369  2046.204217267247
#--- new collection started at 15:53:29---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0344   6   21.3278   2530.0781   167.7442   56.6183   56.4127  2160.7962682710327
#--- new collection started at 15:56:32---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0400   6   13.8233   2560.1959   143.6905   52.5892   40.5240  2315.2986144396596
#--- new collection started at 15:07:13---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0450   6   12.8064   2654.0096   136.6428   53.8313   38.3296  2410.1127949952756
#--- new collection started at 15:58:57---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:01:43---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0600   6   21.6906   2756.3040   100.2061   49.1624   52.0929  2711.5636760650764
#--- new collection started at 16:04:02---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:06:38---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.0800   5   16.3949   2921.6929   72.6248   48.5081   41.7880  2936.4522666333723
#--- new collection started at 16:08:58---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:11:29---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.1000   1   50.6048   3147.9080   58.5974   53.6978   71.7270  2730.993997779708
#--- new collection started at 16:14:01---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.70   0.1100   2   21.5582   2818.7400   62.5145   42.5205   46.3740  1757.94454270923
FM   1.70   0.1100   5   14.4455   2790.2791   59.0555   40.6835   36.0045  1758.0260675708355
#--- new collection started at 16:15:49---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:17:37---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:19:26---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:21:42---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:28:56---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0080   7   86.5253   1658.5880   328.6605   66.1238   131.8998  1046.1529060485468
FM   1.80   0.0080   8   52.1625   1432.5699   318.1502   60.4443   101.1219  1046.2414455730102
#--- new collection started at 15:03:42---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:05:14---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:12:34---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:14:07---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:15:20---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0018   10   42.2155   262.8548   420.6187   59.7950   85.8486  811.4535684504172
FM   1.80   0.0018   11   12.9092   56.0951   412.7289   55.8771   34.5990  811.5259070171323
#--- new collection started at 15:16:43---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0020   10   45.8533   395.4744   411.8734   60.1385   92.1797  820.0401438104537
FM   1.80   0.0020   11   13.8555   171.0702   403.1611   55.7876   40.6403  820.1144760480404
#--- new collection started at 15:17:52---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0025   9   58.4957   628.6561   401.6829   61.6708   106.9787  841.5874159219961
FM   1.80   0.0025   10   24.8654   393.1933   392.7463   57.0185   63.6496  841.6652151458553
FM   1.80   0.0025   11   13.1768   184.5657   384.6591   52.8486   38.8988  841.7375919009819
#--- new collection started at 15:19:20---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0030   8   70.0042   845.7489   392.0640   63.2106   118.2104  862.8059063571208
FM   1.80   0.0030   9   37.3731   616.7562   383.0546   58.5149   83.1966  862.8872787146742
FM   1.80   0.0030   10   7.8192   389.1304   374.2356   53.8498   26.3675  862.9630651297327
#--- new collection started at 15:10:10---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0036   9   58.0823   913.4999   373.7652   61.2976   107.2358  888.5009229342601
FM   1.80   0.0036   10   23.1357   680.1342   364.3750   56.3137   61.3537  888.5819019978654
#--- new collection started at 15:21:17---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0040   7   82.9225   1183.2297   372.1541   65.1233   129.2527  907.1486744820422
FM   1.80   0.0040   8   49.6504   948.6714   362.2949   59.9603   98.4425  907.2353671299064
FM   1.80   0.0040   9   16.5418   729.2008   353.6961   55.2151   48.3310  907.3162291251483
#--- new collection started at 15:23:10---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0050   8   85.6307   1321.5593   361.4372   65.6257   131.4086  939.3803996682612
FM   1.80   0.0050   9   49.7909   1074.7196   350.9338   60.0301   98.7111  939.4671313473731
FM   1.80   0.0050   10   15.5519   849.2917   341.6089   54.9437   46.1862  939.5482246686458
#--- new collection started at 15:24:48---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0060   8   74.9378   1357.4995   346.6684   63.8714   122.6162  973.7791857380757
FM   1.80   0.0060   9   40.7897   1131.1985   336.9253   58.5833   88.0326  973.864526263382
#--- new collection started at 15:26:33---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0070   8   71.5900   1446.0074   334.7885   63.4304   119.7166  1009.3645988112651
FM   1.80   0.0070   9   35.6882   1217.5447   324.5815   57.8912   81.3067  1009.449934310504
#--- new collection started at 15:31:29---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0095   6   93.4321   1856.2417   315.0572   67.5522   136.8968  1104.7486703072675
FM   1.80   0.0095   7   59.1071   1641.5688   304.2945   61.8262   108.1424  1104.8394734917822
FM   1.80   0.0095   8   24.4782   1433.7587   294.0910   56.2899   63.7799  1104.925246078903
#--- new collection started at 15:33:26---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0100   7   67.1913   1735.3075   301.7273   63.1267   115.5583  1124.6045046318573
FM   1.80   0.0100   8   35.0256   1540.1478   291.9148   57.8352   80.1346  1124.6917484392131
#--- new collection started at 15:36:13---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0125   7   77.7180   1940.4868   291.1305   65.2943   124.4845  1195.4776325980156
FM   1.80   0.0125   8   49.2592   1770.3003   281.7973   60.3975   97.6294  1195.5662635402464
#--- new collection started at 15:38:28---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0135   6   75.5293   1976.6454   284.6814   64.9422   122.4859  1225.5304512304408
FM   1.80   0.0135   7   45.2725   1800.8558   274.6652   59.7476   92.9765  1225.6181437344653
#--- new collection started at 15:40:59---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0140   7   69.8907   1967.7967   279.7289   63.9358   117.5371  1240.644779188516
FM   1.80   0.0140   8   36.7429   1779.8269   268.9768   58.3256   82.2353  1240.7315223710507
#--- new collection started at 15:43:53---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0200   5   51.4744   2172.7321   237.8439   61.0032   98.8035  1437.1068034248792
#--- new collection started at 15:46:00---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0216   6   52.3520   2216.5338   232.0295   60.9471   99.3293  1476.0848523330164
#--- new collection started at 15:48:53---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0247   6   45.4689   2265.4037   217.6297   59.4555   91.2227  1554.7858569605353
FM   1.80   0.0247   7   28.6871   2194.1690   211.6912   56.6777   69.3456  1554.868749895246
#--- new collection started at 15:51:06---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0300   6   53.9622   2417.7441   198.6399   59.6226   98.1559  1699.4642758221198
FM   1.80   0.0300   7   21.3708   2290.0787   187.5952   54.3252   56.3636  1699.54285360531
#--- new collection started at 15:53:32---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0344   6   26.3871   2401.3582   175.6198   54.7730   64.2415  1792.4165499499516
#--- new collection started at 15:56:45---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:07:18---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:59:02---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0500   6   16.4394   2584.4126   134.0311   51.2572   45.3583  2075.5290339771955
#--- new collection started at 16:01:45---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0600   7   13.4098   2684.5898   112.8648   49.6961   38.4885  2240.299510340024
#--- new collection started at 16:04:04---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0700   7   18.6370   2713.1494   92.5856   46.0594   46.2229  2338.584774743269
#--- new collection started at 16:06:41---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   1.80   0.0800   5   14.5932   2801.8805   79.2747   45.9116   38.7307  2423.376665144035
#--- new collection started at 16:08:59---
