#--- new collection started at 15:29:37---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0125   14   57.8813   102.6559   316.4978   36.0687   69.0817  419.5694480940452
FM   2.80   0.0125   15   38.6537   270.5025   311.3807   32.6043   63.0418  419.6165624881574
FM   2.80   0.0125   16   20.4923   434.8942   306.4899   29.2321   45.1621  419.6611801096482
FM   2.80   0.0125   17   8.3001   599.1000   301.6999   25.8769   24.3741  419.7034572269759
FM   2.80   0.0125   18   25.8791   775.8285   296.6139   22.2722   45.3512  419.74355034325094
#--- new collection started at 15:38:59---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0135   14   53.7027   65.1597   309.6376   35.1966   60.9669  429.4261370862332
FM   2.80   0.0135   15   31.9258   255.7994   303.9027   31.2200   56.6948  429.4728653911222
FM   2.80   0.0135   16   12.7113   428.4712   298.7430   27.6244   33.1809  429.5171174521593
FM   2.80   0.0135   17   11.8098   574.4080   294.3777   24.5771   30.6509  429.559062712443
#--- new collection started at 15:41:46---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0140   14   56.9023   10.9313   307.8588   35.7367   28.5134  434.2133262000943
FM   2.80   0.0140   15   37.3791   173.5293   302.5660   32.1234   59.7455  434.2608196432307
FM   2.80   0.0140   16   18.8169   334.2877   297.6998   28.7434   42.4246  434.30577880568865
FM   2.80   0.0140   17   9.3750   503.5983   292.4612   25.1494   26.3446  434.34838146697746
#--- new collection started at 15:44:23---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0200   13   64.0574   472.4530   276.3797   36.4596   82.0119  494.17039125512787
FM   2.80   0.0200   14   41.5035   294.1818   269.8352   32.1729   64.2244  494.22116966970935
FM   2.80   0.0200   15   19.0510   115.7364   263.3062   27.8615   39.6744  494.26926801946996
FM   2.80   0.0200   16   10.1346   54.0701   257.3818   23.8316   24.5380  494.314901605015
#--- new collection started at 15:46:45---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0216   13   62.5372   528.1145   270.6383   36.1527   81.2357  505.08169643379057
FM   2.80   0.0216   14   40.3571   350.9813   263.9039   31.7886   63.6183  505.13237380281686
FM   2.80   0.0216   15   18.8952   182.0787   257.6449   27.6398   40.6187  505.18043212661235
#--- new collection started at 15:49:27---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0247   12   84.4562   829.2574   267.1778   40.4977   96.4275  526.973516316865
FM   2.80   0.0247   13   63.6855   659.8757   260.2123   36.1328   82.0743  527.0270902218725
FM   2.80   0.0247   14   39.9462   476.8890   252.8783   31.4297   63.5908  527.0779227362457
FM   2.80   0.0247   15   15.2825   291.7932   245.5827   26.6673   36.2212  527.1261668056085
#--- new collection started at 15:51:40---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0300   12   90.1387   1076.6310   251.5463   41.6423   99.9693  566.3930722168849
FM   2.80   0.0300   13   67.9624   904.6403   243.6953   36.8633   85.0156  566.4474356276132
FM   2.80   0.0300   14   45.0380   731.3443   236.0148   32.0611   67.7986  566.499128810197
FM   2.80   0.0300   15   20.1485   554.8860   228.2201   27.1365   43.1658  566.5482808621031
#--- new collection started at 15:54:33---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0344   12   92.9983   1230.2148   240.2334   42.1455   101.3795  590.0498918352426
FM   2.80   0.0344   13   68.1170   1044.8950   231.4562   36.7811   84.8429  590.1040442193282
FM   2.80   0.0344   14   46.5968   886.8900   223.8256   32.1353   68.7587  590.1556467606365
FM   2.80   0.0344   15   19.1394   702.2328   215.3185   26.7485   41.7965  590.2047768166252
#--- new collection started at 15:57:08---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0400   11   95.8853   1418.8527   226.6189   42.9679   103.0402  621.4111839237769
#--- new collection started at 15:07:58---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:59:45---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0500   11   97.9164   1627.2681   208.8354   43.5081   103.6268  657.8956306442324
FM   2.80   0.0500   12   76.8621   1477.7856   200.2592   38.5014   89.5784  657.9468732624252
FM   2.80   0.0500   13   53.2310   1319.6161   191.4100   33.1958   72.8696  657.9961128423598
#--- new collection started at 16:02:06---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0600   11   91.8463   1775.4874   188.2304   42.3280   99.0377  695.190506926549
FM   2.80   0.0600   12   70.9282   1637.6354   179.8247   37.3800   85.0653  695.2386122294243
FM   2.80   0.0600   13   47.6013   1491.9738   170.9856   32.1000   68.1673  695.2850965776792
#--- new collection started at 16:04:51---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0700   11   98.0654   1946.1199   176.5463   43.7229   101.9195  714.64236144932
FM   2.80   0.0700   12   76.3053   1813.0333   167.7226   38.6374   87.9107  714.6871764238515
FM   2.80   0.0700   13   51.8966   1672.4374   158.8844   33.3091   71.1963  714.73073543155
#--- new collection started at 16:07:10---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0800   10   92.1839   2040.2744   160.2412   42.4194   97.1989  730.1635090716436
FM   2.80   0.0800   11   70.8481   1919.6108   151.9312   37.5668   83.6176  730.2046758398104
FM   2.80   0.0800   12   53.0208   1813.1773   145.0247   33.3379   71.0438  730.2448712465465
#--- new collection started at 16:09:42---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.0900   9   89.7613   2114.3796   141.1745   39.9859   91.5209  697.0261197173264
FM   2.80   0.0900   10   71.1051   2007.7585   133.7422   35.4953   79.6629  697.0627864965813
FM   2.80   0.0900   11   51.5055   1895.5815   126.2173   30.7893   66.2859  697.0987970833474
#--- new collection started at 16:12:07---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.1000   10   50.1144   1968.6947   110.0835   28.6183   62.0261  667.4310414951099
#--- new collection started at 16:14:26---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:16:27---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:18:10---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:20:07---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   2.80   0.1400   3   88.1313   2104.6933   125.6215   36.0789   84.2118  464.6548896150388
FM   2.80   0.1400   5   87.6890   2112.6033   125.7972   36.3310   84.4750  464.68674916207743
FM   2.80   0.1400   7   38.8896   1849.8580   108.6300   25.1111   53.1329  464.7202151150327
#--- new collection started at 16:22:21---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:29:40---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0080   13   46.1036   1059.6443   353.4363   30.9612   69.2499  300.7327510428951
FM   3.00   0.0080   15   14.5391   1391.1796   345.0838   25.1143   35.6460  300.804045680069
FM   3.00   0.0080   16   10.6629   1572.1186   340.7294   21.9603   27.9935  300.83714916449634
FM   3.00   0.0080   17   24.4508   1717.1339   337.1768   19.4140   41.6859  300.86872024046653
#--- new collection started at 15:04:07---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:05:48---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:13:00---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:14:29---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:15:42---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:16:57---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0020   11   11.5451   3339.0323   437.3208   23.9047   30.5260  240.04383454181013
#--- new collection started at 15:18:09---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:19:54---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0030   10   32.9601   2352.6500   419.4443   29.8877   60.0533  251.63608837319194
FM   3.00   0.0030   11   18.1202   2532.2821   415.5008   27.2692   42.2564  251.66172536733814
FM   3.00   0.0030   12   8.1873   2681.4554   411.7797   24.9993   24.2508  251.68637285843164
FM   3.00   0.0030   13   15.0089   2842.0940   408.0930   22.6155   35.1967  251.71005002578102
FM   3.00   0.0030   14   28.1617   2984.6917   404.8409   20.4994   45.9262  251.7328056302338
#--- new collection started at 15:10:36---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0036   11   22.8642   2208.1523   401.0958   27.6752   48.2999  258.4501333858938
FM   3.00   0.0036   12   12.1855   2533.7637   393.5279   22.6743   30.9829  258.5035395680353
FM   3.00   0.0036   13   28.7503   2715.8114   389.2748   19.8646   45.4235  258.5285914224704
#--- new collection started at 15:21:42---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0040   10   27.8124   1993.0220   393.2187   28.3616   53.8655  262.94573358289523
FM   3.00   0.0040   13   21.0849   2472.0339   382.1087   20.8648   40.6601  263.0299089148876
#--- new collection started at 15:23:43---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0050   11   47.6883   1570.7117   386.8547   31.7453   71.8238  271.0727959891632
FM   3.00   0.0050   14   8.9900   2115.9153   374.3176   23.0384   25.3510  271.1647054209813
FM   3.00   0.0050   15   19.4109   2243.9958   371.0667   20.9200   39.0399  271.1927027315388
FM   3.00   0.0050   16   33.6053   2382.9874   367.7381   18.6599   46.2497  271.21949101076785
#--- new collection started at 15:25:12---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:27:11---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0070   15   52.0976   198.9292   352.3101   41.8401   78.4920  490.77149603899903
FM   3.00   0.0070   16   31.6829   379.2114   347.1448   38.4205   63.3832  490.82259810265015
FM   3.00   0.0070   17   12.8230   549.5771   342.1300   35.1583   35.9809  490.8707694899629
FM   3.00   0.0070   18   14.8835   722.7872   336.8672   31.7995   38.8396  490.9162395522592
#--- new collection started at 15:31:59---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0095   13   47.5902   805.0342   338.0638   30.9795   69.5745  317.81743248179725
FM   3.00   0.0095   14   30.1565   979.5348   333.4234   27.7422   54.6250  317.8563014070467
FM   3.00   0.0095   15   14.9170   1137.3226   329.3262   24.8312   35.9630  317.8932514943434
FM   3.00   0.0095   16   9.2522   1293.7500   325.3599   21.9616   25.4028  317.9283997517347
FM   3.00   0.0095   17   22.0758   1431.7543   321.7849   19.4083   39.7499  317.961862989738
#--- new collection started at 15:34:08---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0100   13   53.2437   678.7212   334.6412   31.9132   73.2893  323.34807262466495
FM   3.00   0.0100   14   36.9765   839.4886   330.2090   28.8661   60.6920  323.38827193452795
#--- new collection started at 15:36:44---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0125   13   47.4095   536.1111   318.9881   30.5212   67.9613  342.3694982586441
FM   3.00   0.0125   14   28.3140   717.6951   313.9774   26.9663   51.9617  342.40978080140985
FM   3.00   0.0125   15   12.0426   881.0434   309.7075   23.8153   30.9138  342.4480543735276
FM   3.00   0.0125   16   12.6592   1042.3231   305.3666   20.6704   30.3937  342.4844339214561
FM   3.00   0.0125   17   27.7942   1179.7758   301.5990   17.9683   41.7556  342.51906851251726
#--- new collection started at 15:39:04---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:41:50---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0140   14   57.8182   318.7011   313.5170   32.3745   73.3791  353.7463537016514
FM   3.00   0.0140   15   39.9027   487.8181   308.7735   28.9875   61.6836  353.7888333628916
FM   3.00   0.0140   16   22.2667   653.6300   303.8993   25.6112   45.0572  353.82916410865386
FM   3.00   0.0140   17   8.5396   808.2546   299.6527   22.5220   24.0852  353.8674761687028
FM   3.00   0.0140   18   18.2791   966.9035   295.3505   19.3586   36.1064  353.9039038647459
#--- new collection started at 15:44:24---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0200   13   56.9296   111.1091   280.1452   31.5354   64.6771  402.64217198039904
FM   3.00   0.0200   14   38.2417   53.9997   274.8060   27.8320   47.4851  402.6871198340423
FM   3.00   0.0200   15   17.5776   226.2776   269.0793   23.8817   37.4184  402.7297921439034
FM   3.00   0.0200   16   9.7174   387.8624   263.8461   20.2024   25.1929  402.7703695145435
#--- new collection started at 15:47:00---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0216   13   67.9737   273.0857   278.0607   33.6232   77.3528  411.6648734110098
FM   3.00   0.0216   14   46.5480   90.3674   271.8766   29.3863   56.9341  411.71111781799965
FM   3.00   0.0216   15   25.9828   83.2200   265.8827   25.3452   42.6805  411.7550347733316
FM   3.00   0.0216   16   9.6435   232.8982   260.7502   21.8285   25.3746  411.7967605422785
#--- new collection started at 15:49:41---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0247   14   61.6195   345.7892   265.6043   32.0787   73.9934  429.9793028233367
FM   3.00   0.0247   15   40.5643   176.1462   259.4712   27.9601   57.1849  430.0249862389751
FM   3.00   0.0247   16   19.4524   11.8060   253.4579   23.8311   21.9759  430.0684259790188
FM   3.00   0.0247   17   9.0503   154.9987   247.7581   19.9354   23.3722  430.1097633689001
#--- new collection started at 15:51:43---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0300   13   65.3578   596.5894   248.8125   32.5619   77.3598  461.1382152269216
FM   3.00   0.0300   14   42.5679   418.5170   241.6547   27.8947   60.7270  461.18478883199555
FM   3.00   0.0300   15   21.3743   256.9154   235.0492   23.6032   41.1104  461.2291277128955
#--- new collection started at 15:54:49---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0344   13   73.0907   801.8602   239.1233   34.0160   82.4596  480.3725580143342
FM   3.00   0.0344   14   50.9540   632.3281   231.6304   29.3007   67.0544  480.4197627860518
FM   3.00   0.0344   15   28.4686   465.3079   224.6622   24.7148   48.6687  480.46476503629054
#--- new collection started at 15:57:17---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0400   12   83.7898   1060.2343   227.5582   36.2152   89.1167  505.66528127056836
FM   3.00   0.0400   13   61.6625   893.1811   219.6461   31.2985   74.2940  505.71326996490114
FM   3.00   0.0400   14   37.7964   723.6772   211.6943   26.2811   56.6464  505.75913364177666
#--- new collection started at 15:08:02---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0450   11   95.4018   1258.2813   222.8527   38.9959   96.6003  520.0710542940515
FM   3.00   0.0450   12   74.8631   1099.4569   214.7291   34.1073   82.9127  520.1191517585308
FM   3.00   0.0450   13   49.7620   924.4687   206.2348   28.7718   65.8085  520.1652120591577
FM   3.00   0.0450   14   26.1081   758.6587   198.4393   23.7264   46.0793  520.2093398772188
#--- new collection started at 15:59:50---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0500   11   89.1408   1313.9438   210.9378   37.4958   92.1878  534.6652389999301
FM   3.00   0.0500   12   68.2575   1160.6759   203.1731   32.6768   78.3751  534.7117895452485
FM   3.00   0.0500   13   44.1227   996.2075   194.6701   27.4143   61.2725  534.7564571708597
#--- new collection started at 16:02:21---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0600   11   89.0666   1509.3418   192.3733   37.4127   91.2884  564.3243505362207
FM   3.00   0.0600   12   64.0820   1341.2103   183.0737   31.7015   74.9665  564.3683464505705
FM   3.00   0.0600   13   42.0367   1196.2209   175.2953   26.7784   59.1079  564.4108039332161
#--- new collection started at 16:05:01---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0700   10   88.2595   1660.7450   178.4363   37.5812   90.6091  578.7844755330158
FM   3.00   0.0700   11   68.9560   1530.2852   170.7679   32.8969   77.8068  578.825704370287
FM   3.00   0.0700   12   45.4380   1382.9167   162.2169   27.5728   61.3843  578.8656638463856
#--- new collection started at 16:07:15---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0800   10   94.6762   1840.0801   166.9643   39.1002   93.7419  590.4829165877255
FM   3.00   0.0800   11   74.2210   1708.9324   158.6036   34.0914   80.4888  590.5212831218216
FM   3.00   0.0800   12   51.2708   1568.5231   150.1990   28.7958   65.0121  590.5586925277919
#--- new collection started at 16:09:47---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.0900   8   97.4775   1951.6444   149.8247   37.8662   91.2110  562.4355717668552
FM   3.00   0.0900   9   77.0066   1827.5189   141.8395   32.9199   78.4929  562.4699127315173
FM   3.00   0.0900   10   54.6667   1693.0189   133.4420   27.5595   63.8342  562.5036127031142
#--- new collection started at 16:12:22---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:14:31---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.1100   11   39.5371   1679.3642   113.0347   21.9148   49.7722  493.4307751813577
#--- new collection started at 16:16:30---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:18:15---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 16:20:10---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.00   0.1400   1   92.4486   1913.5162   132.5626   32.8060   81.0287  375.3711245821331
FM   3.00   0.1400   3   88.6019   1942.2289   134.1382   33.9180   82.0694  375.3993671521172
FM   3.00   0.1400   6   45.9407   1667.2023   117.1478   22.7043   53.3705  375.44396826266615
#--- new collection started at 16:22:24---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:29:42---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0080   11   40.0200   1317.6864   354.2894   27.9812   62.2013  274.00184078273156
FM   3.10   0.0080   14   13.5379   1822.1380   342.4089   19.3479   31.0027  274.09634071374984
FM   3.10   0.0080   15   26.0284   1950.5105   339.3854   17.1446   39.9177  274.1250871755792
#--- new collection started at 15:04:10---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:05:49---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:13:03---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:14:30---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:15:43---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:16:59---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:18:09---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0025   11   7.5746   3228.5574   427.9135   23.0009   22.4538  226.30448111559056
FM   3.10   0.0025   12   15.9557   3382.2315   424.3709   20.8027   35.2745  226.3229575550923
#--- new collection started at 15:20:00---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0030   13   31.6851   3308.1181   407.0443   17.7935   44.1892  231.97013206329459
#--- new collection started at 15:10:37---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
#--- new collection started at 15:21:46---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0040   9   44.2093   2027.9615   400.5908   29.4889   67.2041  241.55603272905392
FM   3.10   0.0040   12   8.4267   2555.9608   388.6401   21.3936   23.7560  241.6332682188899
#--- new collection started at 15:23:43---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0050   9   34.0701   1941.6605   385.7814   27.3869   57.9944  248.89345865634195
FM   3.10   0.0050   13   31.1443   2606.2515   370.9573   16.9641   42.4916  248.9981004697559
#--- new collection started at 15:25:13---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0060   10   37.7706   1705.3202   375.5282   27.8969   61.0024  256.4094850003945
FM   3.10   0.0060   11   24.2186   1861.5888   372.0668   25.3968   47.6812  256.4391539502691
#--- new collection started at 15:27:13---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0070   10   49.4996   1388.6260   367.6539   29.9301   70.1096  264.68418574023644
FM   3.10   0.0070   14   18.4093   2065.4056   351.6411   18.6027   35.9054  264.80423947426226
#--- new collection started at 15:31:59---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0095   11   53.4637   925.3681   342.1124   30.2835   71.7756  289.3009746314151
FM   3.10   0.0095   12   37.2430   1096.6488   337.7222   27.1762   59.2413  289.3375771435093
FM   3.10   0.0095   13   20.9188   1267.1159   333.6364   24.1413   43.0046  289.37242468952167
FM   3.10   0.0095   14   8.5524   1421.4911   329.7249   21.3425   23.8781  289.4056355431491
FM   3.10   0.0095   15   17.0859   1590.6162   325.7544   18.3426   34.2630  289.4372935822782
FM   3.10   0.0095   16   33.5415   1743.5897   321.9271   15.5697   40.9329  289.4675234606378
#--- new collection started at 15:34:12---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0100   12   52.1558   866.0494   336.9496   29.9558   70.5737  293.9198419158852
FM   3.10   0.0100   13   36.9513   1024.4268   332.8873   27.0509   58.8147  293.95717640839194
FM   3.10   0.0100   14   20.4761   1193.9753   328.4443   23.9155   42.3131  293.99270112751236
FM   3.10   0.0100   15   8.3370   1349.4656   324.6758   21.1036   23.3709  294.0265383084212
FM   3.10   0.0100   17   33.7371   1663.7302   317.0285   15.4008   40.6802  294.089586437292
#--- new collection started at 15:36:50---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0125   13   44.8056   733.1426   321.0065   28.2910   64.3658  310.95797742463094
FM   3.10   0.0125   14   27.2149   907.9386   316.4265   24.9589   49.3389  310.995439862764
FM   3.10   0.0125   15   10.3185   1087.4373   311.7884   21.5462   27.1274  311.0310980656469
FM   3.10   0.0125   16   12.3980   1229.2764   308.1005   18.8391   29.0279  311.06507691200585
FM   3.10   0.0125   17   27.5654   1375.2163   304.4196   16.0752   39.0255  311.0974782497286
#--- new collection started at 15:39:07---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0135   12   58.1847   520.3759   319.0282   30.7449   73.0345  318.05627910788
FM   3.10   0.0135   13   41.0104   690.9483   314.4275   27.4275   61.0952  318.0957322609652
FM   3.10   0.0135   14   21.1818   881.4820   309.3644   23.7323   42.6831  318.1332446049313
FM   3.10   0.0135   15   9.4731   1014.4128   305.7772   21.1370   25.4569  318.16894541542877
FM   3.10   0.0135   16   14.5924   1164.3477   301.9130   18.2465   31.3713  318.20296682642476
#--- new collection started at 15:41:54---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0140   13   47.6840   584.3218   313.4561   28.6701   65.8408  321.3793125772071
FM   3.10   0.0140   14   30.1437   753.2925   308.8748   25.3548   51.8271  321.41790666584706
FM   3.10   0.0140   15   14.1836   910.0363   304.5481   22.2560   33.3839  321.45460815905176
FM   3.10   0.0140   16   11.0985   1079.4994   299.9994   18.9277   27.1749  321.4895546359893
FM   3.10   0.0140   17   26.0540   1225.0519   296.2485   16.0993   38.2087  321.5228822130587
#--- new collection started at 15:44:32---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0200   13   62.5610   14.0405   284.6110   30.9504   32.5124  365.31191118206965
FM   3.10   0.0200   14   43.5131   162.8948   279.0937   27.1316   57.5035  365.3551000480047
FM   3.10   0.0200   15   25.9400   318.9566   274.1423   23.6570   45.6599  365.3961501800323
FM   3.10   0.0200   16   8.6532   487.9028   268.8189   19.8924   23.3095  365.4351994406833
FM   3.10   0.0200   17   16.6425   629.6103   264.5922   16.7809   31.9882  365.4723876612181
#--- new collection started at 15:47:08---
#Period    mass   z  abs_pulse_number  period_WRMSE  Lw   Tw   Rw   global_WRMSE   median_age
FM   3.10   0.0216   12   68.0610   125.1938   280.9221   31.9240   69.4874  373.61086439470904
FM   3.10   0.0216   13   47.1227   61.7107   274.8156   27.7152   51.8498  373.6545944467796
FM   3.10   0.0216   14   29.5286   213.4962   269.9048   24.2676   47.9262  373.69618181515057
FM   3.10   0.0216   15   10.1430   387.8735   264.1759   20.2807   25.9300  373.7357353303857
